isic_rev31_4dig;isic_rev4_4dig;isic_rev31_secdig;isic_rev31_1dig;isic_rev31_2dig;isic_rev31_3dig;isic_rev4_secdig;isic_rev4_1dig;isic_rev4_2dig;isic_rev4_3dig
7112;7730;"K";7;71;711;"N";7;77;773
7113;7730;"K";7;71;711;"N";7;77;773
7121;7730;"K";7;71;712;"N";7;77;773
7122;7730;"K";7;71;712;"N";7;77;773
7123;7730;"K";7;71;712;"N";7;77;773
7129;7730;"K";7;71;712;"N";7;77;773
7130;7721;"K";7;71;713;"N";7;77;772
7130;7722;"K";7;71;713;"N";7;77;772
7130;7729;"K";7;71;713;"N";7;77;772
7130;7730;"K";7;71;713;"N";7;77;773
7210;6202;"K";7;72;721;"J";6;62;620
7221;5820;"K";7;72;722;"J";5;58;582
7229;6201;"K";7;72;722;"J";6;62;620
7229;6202;"K";7;72;722;"J";6;62;620
7230;6202;"K";7;72;723;"J";6;62;620
7230;6311;"K";7;72;723;"J";6;63;631
7240;5811;"K";7;72;724;"J";5;58;581
7240;5812;"K";7;72;724;"J";5;58;581
7240;5813;"K";7;72;724;"J";5;58;581
7240;5819;"K";7;72;724;"J";5;58;581
7240;5820;"K";7;72;724;"J";5;58;582
7240;5920;"K";7;72;724;"J";5;59;592
7240;6010;"K";7;72;724;"J";6;60;601
7240;6020;"K";7;72;724;"J";6;60;602
7240;6312;"K";7;72;724;"J";6;63;631
7250;3312;"K";7;72;725;"C";3;33;331
7250;9511;"K";7;72;725;"S";9;95;951
7290;6209;"K";7;72;729;"J";6;62;620
7310;7210;"K";7;73;731;"M";7;72;721
7310;7220;"K";7;73;731;"M";7;72;722
7320;7220;"K";7;73;732;"M";7;72;722
7411;6910;"K";7;74;741;"M";6;69;691
7412;6920;"K";7;74;741;"M";6;69;692
7413;7320;"K";7;74;741;"M";7;73;732
7414;7010;"K";7;74;741;"M";7;70;701
7414;7020;"K";7;74;741;"M";7;70;702
7414;7490;"K";7;74;741;"M";7;74;749
7414;8550;"K";7;74;741;"P";8;85;855
7421;910;"K";7;74;742;"B";0;9;91
7421;990;"K";7;74;742;"B";0;9;99
7421;7110;"K";7;74;742;"M";7;71;711
7421;7410;"K";7;74;742;"M";7;74;741
7421;7490;"K";7;74;742;"M";7;74;749
7422;7120;"K";7;74;742;"M";7;71;712
7430;7310;"K";7;74;743;"M";7;73;731
7491;7810;"K";7;74;749;"N";7;78;781
7491;7820;"K";7;74;749;"N";7;78;782
7491;7830;"K";7;74;749;"N";7;78;783
7492;7490;"K";7;74;749;"M";7;74;749
7492;8010;"K";7;74;749;"N";8;80;801
7492;8020;"K";7;74;749;"N";8;80;802
7492;8030;"K";7;74;749;"N";8;80;803
7493;8121;"K";7;74;749;"N";8;81;812
7493;8129;"K";7;74;749;"N";8;81;812
7494;7420;"K";7;74;749;"M";7;74;742
7495;8292;"K";7;74;749;"N";8;82;829
7499;6399;"K";7;74;749;"J";6;63;639
7499;7310;"K";7;74;749;"M";7;73;731
7499;7410;"K";7;74;749;"M";7;74;741
7499;7490;"K";7;74;749;"M";7;74;749
7499;8211;"K";7;74;749;"N";8;82;821
7499;8219;"K";7;74;749;"N";8;82;821
7499;8220;"K";7;74;749;"N";8;82;822
7499;8230;"K";7;74;749;"N";8;82;823
7499;8291;"K";7;74;749;"N";8;82;829
7499;8299;"K";7;74;749;"N";8;82;829
7499;8550;"K";7;74;749;"P";8;85;855
7511;8411;"L";7;75;751;"O";8;84;841
7512;8412;"L";7;75;751;"O";8;84;841
7513;7990;"L";7;75;751;"N";7;79;799
7513;8413;"L";7;75;751;"O";8;84;841
7514;6810;"L";7;75;751;"L";6;68;681
7514;6820;"L";7;75;751;"L";6;68;682
7514;8411;"L";7;75;751;"O";8;84;841
7514;9101;"L";7;75;751;"R";9;91;910
7521;8421;"L";7;75;752;"O";8;84;842
7521;8890;"L";7;75;752;"Q";8;88;889
7522;8422;"L";7;75;752;"O";8;84;842
7523;7120;"L";7;75;752;"M";7;71;712
7523;8423;"L";7;75;752;"O";8;84;842
7530;8430;"L";7;75;753;"O";8;84;843
8010;8510;"M";8;80;801;"P";8;85;851
8021;8521;"M";8;80;802;"P";8;85;852
8022;8522;"M";8;80;802;"P";8;85;852
8030;8530;"M";8;80;803;"P";8;85;853
8090;8522;"M";8;80;809;"P";8;85;852
8090;8542;"M";8;80;809;"P";8;85;854
8090;8549;"M";8;80;809;"P";8;85;854
8511;8610;"N";8;85;851;"Q";8;86;861
8512;8620;"N";8;85;851;"Q";8;86;862
8519;8690;"N";8;85;851;"Q";8;86;869
8519;8710;"N";8;85;851;"Q";8;87;871
8519;8720;"N";8;85;851;"Q";8;87;872
8519;8730;"N";8;85;851;"Q";8;87;873
8520;7500;"N";8;85;852;"M";7;75;750
8531;8720;"N";8;85;853;"Q";8;87;872
8531;8730;"N";8;85;853;"Q";8;87;873
8531;8790;"N";8;85;853;"Q";8;87;879
8532;8550;"N";8;85;853;"P";8;85;855
8532;8810;"N";8;85;853;"Q";8;88;881
8532;8890;"N";8;85;853;"Q";8;88;889
9000;3700;"O";9;90;900;"E";3;37;370
9000;3811;"O";9;90;900;"E";3;38;381
9000;3812;"O";9;90;900;"E";3;38;381
9000;3821;"O";9;90;900;"E";3;38;382
9000;3822;"O";9;90;900;"E";3;38;382
9000;3900;"O";9;90;900;"E";3;39;390
9000;8129;"O";9;90;900;"N";8;81;812
9000;8130;"O";9;90;900;"N";8;81;813
9111;9411;"O";9;91;911;"S";9;94;941
9112;9412;"O";9;91;911;"S";9;94;941
9120;9420;"O";9;91;912;"S";9;94;942
9191;9491;"O";9;91;919;"S";9;94;949
9192;9492;"O";9;91;919;"S";9;94;949
9199;9499;"O";9;91;919;"S";9;94;949
9211;5911;"O";9;92;921;"J";5;59;591
9211;5912;"O";9;92;921;"J";5;59;591
9211;5913;"O";9;92;921;"J";5;59;591
9211;5920;"O";9;92;921;"J";5;59;592
9212;5914;"O";9;92;921;"J";5;59;591
9213;5911;"O";9;92;921;"J";5;59;591
9213;5920;"O";9;92;921;"J";5;59;592
9213;6010;"O";9;92;921;"J";6;60;601
9213;6020;"O";9;92;921;"J";6;60;602
9214;7990;"O";9;92;921;"N";7;79;799
9214;9000;"O";9;92;921;"R";9;90;900
9219;7990;"O";9;92;921;"N";7;79;799
9219;8542;"O";9;92;921;"P";8;85;854
9219;9000;"O";9;92;921;"R";9;90;900
9219;9321;"O";9;92;921;"R";9;93;932
9219;9329;"O";9;92;921;"R";9;93;932
9220;6391;"O";9;92;922;"J";6;63;639
9220;7420;"O";9;92;922;"M";7;74;742
9220;9000;"O";9;92;922;"R";9;90;900
9231;5912;"O";9;92;923;"J";5;59;591
9231;9101;"O";9;92;923;"R";9;91;910
9232;9102;"O";9;92;923;"R";9;91;910
9233;9103;"O";9;92;923;"R";9;91;910
9241;4922;"O";9;92;924;"H";4;49;492
9241;7990;"O";9;92;924;"N";7;79;799
9241;8541;"O";9;92;924;"P";8;85;854
9241;8549;"O";9;92;924;"P";8;85;854
9241;9311;"O";9;92;924;"R";9;93;931
9241;9312;"O";9;92;924;"R";9;93;931
9241;9319;"O";9;92;924;"R";9;93;931
9241;9329;"O";9;92;924;"R";9;93;932
9249;7810;"O";9;92;924;"N";7;78;781
9249;9200;"O";9;92;924;"R";9;92;920
9249;9329;"O";9;92;924;"R";9;93;932
9301;9601;"O";9;93;930;"S";9;96;960
9302;9602;"O";9;93;930;"S";9;96;960
9303;9603;"O";9;93;930;"S";9;96;960
9309;8541;"O";9;93;930;"P";8;85;854
9309;9609;"O";9;93;930;"S";9;96;960
9500;9700;"P";9;95;950;"T";9;97;970
9600;9810;"P";9;96;960;"T";9;98;981
9700;9820;"P";9;97;970;"T";9;98;982
9900;9900;"Q";9;99;990;"U";9;99;990
